1;8:0:00;-30.788352;-70.838974;1;565.43;118.22;18.99;2;5.37;9.37
1;8:1:00;-30.266896;-70.728196;0;849.67;151.60;292.51;3;0.75;2.92
1;8:2:00;-30.457828;-70.862419;0;767.28;136.86;55.89;3;7.78;9.14
1;8:3:00;-30.004284;-70.220307;1;675.38;89.14;153.47;2;6.72;5.20
1;8:4:00;-30.450817;-70.756795;1;509.86;288.26;0.14;6;8.09;4.36
1;8:5:00;-30.174092;-70.048789;0;312.90;75.83;338.09;9;2.99;9.64
1;8:6:00;-30.939917;-70.158536;0;91.66;65.34;357.71;1;6.47;7.89
1;8:7:00;-30.392648;-70.015281;0;639.28;213.94;39.96;6;7.60;2.37
1;8:8:00;-30.896228;-70.197134;0;497.30;69.75;236.46;5;2.17;6.72
1;8:9:00;-30.531549;-70.675341;1;409.32;135.80;305.16;7;2.26;2.34
1;8:10:00;-30.785920;-70.386148;0;50.45;43.32;315.33;2;9.86;8.88
1;8:11:00;-30.942197;-70.549470;0;834.99;333.12;174.35;7;6.49;9.07
1;8:12:00;-30.510467;-70.795753;1;72.39;214.84;311.51;8;2.82;7.56
1;8:13:00;-30.989782;-70.821036;0;230.18;185.96;119.15;9;1.00;2.98
1;8:14:00;-30.842858;-70.831298;0;282.06;41.17;82.94;2;6.37;7.29
1;8:15:00;-30.859077;-70.255858;0;502.55;115.91;180.02;2;1.31;7.36
1;8:16:00;-30.241495;-70.104315;1;687.82;197.72;2.65;4;3.14;8.58
1;8:17:00;-30.669731;-70.729133;0;94.68;328.21;261.31;9;3.55;3.71
1;8:18:00;-30.663907;-70.630626;0;580.07;308.19;271.25;5;8.77;0.91
1;8:19:00;-30.094299;-70.961276;0;863.94;282.77;201.94;6;4.03;9.82
1;8:20:00;-30.666445;-70.170747;1;763.78;344.66;177.54;2;8.03;9.39
1;8:21:00;-30.964934;-70.020541;0;17.79;183.90;226.18;6;4.71;7.39
1;8:22:00;-30.311693;-70.220788;1;479.17;16.55;146.81;2;6.75;4.85
1;8:23:00;-30.403912;-70.742581;0;546.11;240.65;218.38;9;2.97;5.35
1;8:24:00;-30.370666;-70.138973;0;15.49;76.24;1.71;4;1.74;7.38
1;8:25:00;-30.494176;-70.974951;0;275.45;185.76;50.95;2;3.23;9.69
1;8:26:00;-30.074878;-70.736825;1;175.67;157.19;197.62;9;1.92;1.28
1;8:27:00;-30.894749;-70.888323;1;60.76;353.10;13.30;5;6.89;1.97
1;8:28:00;-30.583516;-70.538630;0;323.40;60.43;310.21;1;3.55;1.98
1;8:29:00;-30.149079;-70.996269;1;940.60;17.62;340.81;10;4.70;4.16
1;8:30:00;-30.695904;-70.935756;0;600.39;75.82;288.44;6;9.72;6.71
1;8:31:00;-30.046981;-70.923623;1;451.04;354.71;164.39;2;7.17;5.10
1;8:32:00;-30.844716;-70.144054;1;845.70;105.61;191.22;5;5.83;8.28
1;8:33:00;-30.875491;-70.294165;0;830.62;222.57;246.65;2;9.34;6.07
1;8:34:00;-30.087114;-70.510590;0;110.68;243.48;345.35;2;2.03;8.77
1;8:35:00;-30.613564;-70.185882;1;948.01;157.59;308.94;7;8.60;2.09
1;8:36:00;-30.646258;-70.321135;0;601.44;90.70;225.83;8;8.26;0.19
1;8:37:00;-30.637343;-70.668669;0;951.95;112.10;131.37;3;6.96;4.37
1;8:38:00;-30.754995;-70.717272;1;120.55;235.09;272.63;4;0.98;6.30
1;8:39:00;-30.051576;-70.996114;0;705.66;273.91;59.43;4;7.70;8.33
1;8:40:00;-30.391464;-70.863142;1;646.13;154.44;292.96;4;0.14;2.40
1;8:41:00;-30.925884;-70.247100;0;173.63;12.58;179.11;8;7.27;3.53
1;8:42:00;-30.780551;-70.410924;1;958.25;65.98;247.16;7;9.58;7.71
1;8:43:00;-30.568332;-70.659376;0;247.71;189.84;274.10;1;0.96;7.99
1;8:44:00;-30.805837;-70.728327;1;578.41;40.07;5.23;1;4.88;9.32
1;8:45:00;-30.086537;-70.219671;1;7.14;35.61;66.68;6;5.69;4.27
1;8:46:00;-30.400554;-70.355003;1;633.11;228.51;297.96;2;4.35;5.75
1;8:47:00;-30.023194;-70.800985;0;676.43;232.07;108.49;9;7.54;4.68
1;8:48:00;-30.767343;-70.554056;0;198.79;325.89;325.71;8;0.51;6.65
1;8:49:00;-30.771700;-70.461696;0;137.94;282.64;305.30;8;0.06;5.14
1;8:50:00;-30.822910;-70.033455;0;285.05;273.37;130.71;6;8.62;1.51
1;8:51:00;-30.810706;-70.359567;0;134.31;258.06;336.27;6;9.88;0.54
1;8:52:00;-30.951789;-70.613982;0;406.28;240.31;243.41;5;2.46;2.48
1;8:53:00;-30.106002;-70.253332;1;453.47;166.20;206.14;8;4.30;3.39
1;8:54:00;-30.611615;-70.890098;0;908.04;247.95;139.56;6;3.06;4.62
1;8:55:00;-30.512913;-70.353396;1;488.83;265.88;112.53;6;2.74;5.52
1;8:56:00;-30.476309;-70.262790;1;607.01;20.80;54.45;8;7.43;6.01
1;8:57:00;-30.807226;-70.330289;1;618.13;25.85;11.95;8;0.46;3.52
1;8:58:00;-30.767021;-70.980461;0;517.41;58.16;202.05;5;2.42;6.84
1;8:59:00;-30.493707;-70.570704;1;888.29;338.21;134.44;6;4.82;8.77
1;9:0:00;-30.084929;-70.203893;0;583.66;2.44;179.05;8;5.54;7.87
1;9:1:00;-30.907407;-70.753429;1;48.83;144.77;1.68;7;9.59;5.03
