47
SAN001;8:1:00;-30.698262;-70.138693;1;368.60;163.95;303.33;7;4.87;8.62
SAN001;8:2:00;-30.773938;-70.738301;1;912.88;316.46;57.22;10;5.24;1.79
SAN001;8:3:00;-30.403313;-70.237172;1;164.71;253.51;0.75;1;8.84;9.41
SAN001;8:4:00;-30.034072;-70.733852;0;80.79;12.12;74.53;6;2.35;1.37
SAN001;8:5:00;-30.971367;-70.671545;0;401.95;55.09;32.75;1;6.17;5.70
SAN001;8:6:00;-30.048032;-70.927646;0;499.02;318.80;170.19;10;7.27;8.80
SAN001;8:7:00;-30.601045;-70.690741;0;984.19;220.78;104.53;8;1.85;8.79
SAN001;8:8:00;-30.766048;-70.847925;1;729.02;176.83;42.37;4;2.37;7.84
SAN001;8:9:00;-30.408282;-70.864840;1;668.93;324.59;102.40;4;1.63;7.29
SAN001;8:10:00;-30.273201;-70.001878;0;466.75;90.10;164.49;5;3.78;4.63
SAN001;8:11:00;-30.236713;-70.327764;0;163.07;86.56;156.11;9;8.78;5.34
SAN001;8:12:00;-30.581623;-70.461758;1;178.14;269.08;68.43;4;6.13;8.58
SAN001;8:13:00;-30.561823;-70.444866;1;132.89;62.44;5.88;2;6.76;7.82
SAN001;8:14:00;-30.650613;-70.897667;1;58.24;123.77;205.21;9;1.61;6.37
SAN001;8:15:00;-30.353796;-70.521499;1;351.36;38.53;121.08;3;1.19;3.12
SAN001;8:16:00;-30.962542;-70.507324;1;361.23;93.03;24.25;1;9.30;6.00
SAN001;8:17:00;-30.122119;-70.004113;0;698.00;22.93;150.19;4;0.42;4.75
SAN001;8:18:00;-30.100492;-70.808642;0;663.21;291.60;328.45;8;4.18;1.05
SAN001;8:19:00;-30.880576;-70.618578;1;771.65;346.84;215.47;4;9.48;2.95
SAN001;8:20:00;-30.862674;-70.374549;0;866.96;95.92;244.52;7;8.48;5.77
SAN001;8:21:00;-30.176100;-70.775822;1;341.98;150.67;159.22;6;5.20;8.64
SAN001;8:22:00;-30.785404;-70.293485;0;724.25;338.65;107.79;2;9.24;3.41
SAN001;8:23:00;-30.961787;-70.980402;0;371.36;153.15;62.72;9;9.74;0.24
SAN001;8:24:00;-30.086135;-70.108184;1;273.33;69.58;179.53;8;5.61;3.95
SAN001;8:25:00;-30.089077;-70.613294;0;402.19;128.96;45.33;7;7.51;7.58
SAN001;8:26:00;-30.868419;-70.840937;0;781.76;326.98;304.67;5;9.26;4.72
SAN001;8:27:00;-30.705379;-70.256992;1;490.84;10.85;241.35;2;5.30;2.10
SAN001;8:28:00;-30.903961;-70.633906;1;767.08;158.87;190.44;5;5.06;10.00
SAN001;8:29:00;-30.910321;-70.769375;0;395.95;261.29;183.61;2;6.44;3.20
SAN001;8:30:00;-30.534839;-70.204985;1;348.35;139.30;34.02;9;3.51;0.49
SAN001;8:31:00;-30.265699;-70.569833;1;532.30;339.12;71.84;3;7.25;6.81
SAN001;8:32:00;-30.252369;-70.218178;1;935.70;245.57;44.87;7;6.75;2.28
SAN001;8:33:00;-30.478370;-70.132736;1;475.86;172.52;161.54;3;2.53;1.60
SAN001;8:34:00;-30.981709;-70.397945;0;533.68;90.20;255.73;3;4.02;2.19
SAN001;8:35:00;-30.293533;-70.311673;0;799.83;354.87;335.83;7;9.32;2.93
SAN001;8:36:00;-30.419598;-70.169590;1;616.18;5.84;297.23;6;8.21;8.69
SAN001;8:37:00;-30.875265;-70.369613;1;485.87;114.54;188.49;2;7.83;1.70
SAN001;8:38:00;-30.299798;-70.283490;0;175.88;3.33;293.33;5;9.82;7.61
SAN001;8:39:00;-30.632433;-70.655830;0;154.79;303.20;163.06;2;4.66;8.44
SAN001;8:40:00;-30.923493;-70.823764;0;937.61;126.97;88.32;2;6.48;1.55
SAN001;8:41:00;-30.034140;-70.189073;0;43.72;81.55;147.40;8;7.89;2.05
SAN001;8:42:00;-30.664927;-70.591424;1;830.53;157.38;347.96;9;9.73;1.91
SAN001;8:43:00;-30.614161;-70.796750;0;807.38;311.14;316.37;5;2.82;6.61
SAN001;8:44:00;-30.921812;-70.961136;0;556.81;239.64;55.52;6;4.47;9.67
SAN001;8:45:00;-30.028335;-70.045014;0;584.57;262.24;200.74;7;5.20;5.43
SAN001;8:46:00;-30.855170;-70.064727;0;50.21;200.53;41.77;6;7.09;0.76
SAN001;8:47:00;-30.728672;-70.623378;1;795.62;87.28;218.58;7;0.63;2.81
SAN001;8:48:00;-30.622860;-70.974340;1;895.93;282.26;149.08;6;5.41;4.81
SAN001;8:49:00;-30.924403;-70.332431;1;456.32;123.87;169.52;1;6.51;5.60
SAN001;8:50:00;-30.818742;-70.227256;0;1.28;181.18;253.91;6;0.01;3.21
SAN001;8:51:00;-30.257871;-70.025484;0;425.34;83.45;348.21;8;2.57;2.81
SAN001;8:52:00;-30.767124;-70.109778;1;217.33;70.17;221.23;10;2.60;9.78
SAN001;8:53:00;-30.674842;-70.303118;0;453.50;210.64;353.17;8;0.95;7.14
SAN001;8:54:00;-30.597272;-70.106742;1;757.91;191.46;31.05;5;1.59;1.48
SAN001;8:55:00;-30.041223;-70.555821;1;840.99;0.39;37.44;7;0.94;1.73
SAN001;8:56:00;-30.835730;-70.337203;1;447.88;167.85;243.55;4;9.05;6.72
SAN001;8:57:00;-30.971976;-70.819451;1;951.97;218.59;203.34;8;0.02;9.91
SAN001;8:58:00;-30.848257;-70.865566;1;870.55;75.15;2.30;3;4.32;2.70
SAN001;8:59:00;-30.539832;-70.380771;1;900.57;319.87;187.64;10;9.34;0.35
SAN001;9:0:00;-30.575450;-70.953366;0;241.46;57.70;311.97;2;7.61;9.55
