47
SAN001;8:1:00;-30.589342;-70.072203;1;71.10;293.43;344.20;9;8.76;1.04
SAN001;8:2:00;-30.227752;-70.895919;1;725.32;350.81;359.62;3;6.58;0.70
SAN001;8:3:00;-30.627358;-70.666415;1;3.61;91.00;221.68;6;4.16;3.97
SAN001;8:4:00;-30.364331;-70.694665;1;923.03;187.43;271.09;2;2.63;5.02
SAN001;8:5:00;-30.192207;-70.253615;0;714.87;119.64;159.07;3;9.51;2.38
SAN001;8:6:00;-30.067831;-70.555406;0;864.40;20.42;46.56;4;1.37;6.44
SAN001;8:7:00;-30.669820;-70.074229;0;127.79;352.44;318.02;10;0.70;0.31
SAN001;8:8:00;-30.799384;-70.463598;1;745.46;11.18;252.56;4;4.17;1.32
SAN001;8:9:00;-30.658850;-70.551385;0;392.85;292.61;188.33;5;0.36;8.93
SAN001;8:10:00;-30.819559;-70.988403;0;132.19;56.10;115.79;10;6.43;5.39
SAN001;8:11:00;-30.877669;-70.983973;0;170.26;166.51;143.22;6;4.71;4.41
SAN001;8:12:00;-30.691872;-70.213266;1;119.76;8.12;27.84;8;4.35;7.84
SAN001;8:13:00;-30.049421;-70.452986;1;685.87;0.73;133.21;7;6.14;4.12
SAN001;8:14:00;-30.230200;-70.092752;0;125.10;33.80;302.17;6;3.64;9.16
SAN001;8:15:00;-30.825537;-70.962959;1;787.11;99.10;276.45;8;6.22;0.28
SAN001;8:16:00;-30.540609;-70.166554;1;663.73;289.34;287.25;3;0.89;4.45
SAN001;8:17:00;-30.365311;-70.721588;1;807.25;17.78;20.97;9;9.68;4.32
SAN001;8:18:00;-30.457803;-70.204739;0;651.16;354.46;348.76;6;4.00;0.99
SAN001;8:19:00;-30.715937;-70.571375;0;704.22;271.53;243.31;3;2.77;3.28
SAN001;8:20:00;-30.042487;-70.751584;0;56.34;307.45;84.66;3;0.06;8.92
SAN001;8:21:00;-30.861976;-70.761296;1;605.62;119.08;52.45;8;7.89;1.31
SAN001;8:22:00;-30.929712;-70.279095;1;418.49;47.99;101.78;8;0.23;8.21
SAN001;8:23:00;-30.270988;-70.953214;1;865.35;350.19;223.52;2;3.63;7.32
SAN001;8:24:00;-30.757450;-70.218936;0;69.54;291.41;280.68;8;4.16;5.57
SAN001;8:25:00;-30.372804;-70.157873;0;879.53;70.58;170.46;3;2.13;7.02
SAN001;8:26:00;-30.157974;-70.807097;1;333.04;48.72;203.30;2;7.72;9.85
SAN001;8:27:00;-30.356852;-70.504178;0;432.98;298.33;157.52;5;5.28;5.02
SAN001;8:28:00;-30.068175;-70.348454;0;564.48;130.17;166.65;9;3.69;9.84
SAN001;8:29:00;-30.620636;-70.405053;1;208.27;133.18;182.70;3;9.78;2.35
SAN001;8:30:00;-30.880206;-70.686555;0;855.04;216.72;134.62;6;1.69;2.58
SAN001;8:31:00;-30.295443;-70.210701;1;747.59;151.16;15.45;7;6.62;6.27
SAN001;8:32:00;-30.498757;-70.245176;1;202.19;319.20;222.57;9;2.61;3.35
SAN001;8:33:00;-30.403061;-70.694170;1;787.44;273.35;146.26;4;9.02;0.40
SAN001;8:34:00;-30.455962;-70.026383;1;674.00;270.31;277.18;8;0.73;3.58
SAN001;8:35:00;-30.306124;-70.606679;1;992.17;81.10;224.39;9;8.91;1.10
SAN001;8:36:00;-30.976264;-70.217070;1;397.59;51.30;269.64;6;1.16;9.82
SAN001;8:37:00;-30.106177;-70.118381;1;67.13;26.85;296.45;4;0.91;6.07
SAN001;8:38:00;-30.762427;-70.223896;0;19.74;11.52;3.69;10;0.20;8.60
SAN001;8:39:00;-30.773800;-70.358460;1;639.39;218.37;348.81;8;5.06;4.03
SAN001;8:40:00;-30.268792;-70.737656;1;527.55;32.73;197.45;5;0.16;7.74
SAN001;8:41:00;-30.165952;-70.920719;1;240.61;160.71;293.87;3;6.52;5.09
SAN001;8:42:00;-30.657618;-70.428969;1;441.27;179.96;18.26;2;4.10;2.61
SAN001;8:43:00;-30.734317;-70.829576;0;408.74;82.62;55.18;8;5.48;9.23
SAN001;8:44:00;-30.892590;-70.769900;0;119.18;123.10;292.77;1;7.23;8.15
SAN001;8:45:00;-30.215159;-70.382253;0;738.00;210.12;81.67;8;6.32;3.78
SAN001;8:46:00;-30.844969;-70.834020;1;363.33;267.75;140.09;9;9.58;5.63
SAN001;8:47:00;-30.399301;-70.544901;1;698.67;336.21;132.79;7;3.60;4.63
SAN001;8:48:00;-30.302089;-70.101223;1;229.64;350.38;53.61;2;4.42;2.61
SAN001;8:49:00;-30.185973;-70.886391;0;66.93;174.25;43.79;8;9.00;3.27
