62
CON001;8:0:00;-30.680138;-70.881474;1;231.20;142.55;182.23;4;4.80;2.48
CON001;8:1:00;-30.672647;-70.118940;0;142.44;57.32;57.53;7;9.69;2.38
CON001;8:2:00;-30.824614;-70.237170;0;366.01;23.55;264.00;7;2.59;0.80
CON001;8:3:00;-30.962606;-70.965470;0;753.17;230.71;232.34;8;2.56;1.30
CON001;8:4:00;-30.234202;-70.207066;0;509.28;212.43;346.60;9;1.40;2.97
CON001;8:5:00;-30.349035;-70.766520;1;79.83;53.93;112.43;9;3.16;0.54
CON001;8:6:00;-30.169156;-70.252429;0;74.80;131.80;37.98;2;6.53;9.62
CON001;8:7:00;-30.203509;-70.489608;0;294.61;287.92;326.08;8;2.32;3.18
CON001;8:8:00;-30.662928;-70.980889;0;133.37;109.86;7.78;3;3.48;3.09
CON001;8:9:00;-30.815790;-70.301710;0;245.56;137.12;55.47;2;4.92;4.59
CON001;8:10:00;-30.987512;-70.292693;0;592.95;85.51;130.58;6;0.41;2.18
CON001;8:11:00;-30.830151;-70.147915;1;42.09;50.54;193.65;6;3.64;1.45
CON001;8:12:00;-30.836907;-70.698748;0;934.09;291.73;85.37;1;9.00;9.72
CON001;8:13:00;-30.080696;-70.075352;1;425.28;295.64;243.64;7;4.80;0.79
CON001;8:14:00;-30.282612;-70.036674;1;333.47;54.99;283.72;3;2.57;4.99
CON001;8:15:00;-30.944026;-70.871514;0;234.39;154.35;332.99;5;5.49;4.24
CON001;8:16:00;-30.630616;-70.680597;0;672.19;344.28;51.28;8;1.01;8.85
CON001;8:17:00;-30.855404;-70.255536;0;179.97;340.61;314.25;6;6.11;6.33
CON001;8:18:00;-30.734416;-70.043856;1;44.37;203.65;274.71;3;6.79;7.98
CON001;8:19:00;-30.879207;-70.325725;1;843.06;51.79;276.95;8;6.14;5.99
CON001;8:20:00;-30.621532;-70.826193;0;38.33;83.89;230.04;5;2.28;8.85
CON001;8:21:00;-30.602614;-70.842156;1;903.36;8.44;334.82;4;9.93;8.10
CON001;8:22:00;-30.235464;-70.492430;0;687.46;334.85;351.34;1;9.55;9.49
CON001;8:23:00;-30.301861;-70.073191;0;892.16;30.00;232.52;10;3.79;1.70
CON001;8:24:00;-30.013567;-70.938955;1;601.91;248.34;192.25;5;1.04;8.99
CON001;8:25:00;-30.112790;-70.691652;0;900.48;30.88;340.92;8;6.98;9.64
CON001;8:26:00;-30.882559;-70.919449;1;388.63;142.84;118.70;6;1.98;2.61
CON001;8:27:00;-30.327616;-70.951906;1;552.14;86.79;213.86;6;3.08;2.65
CON001;8:28:00;-30.797944;-70.180463;1;800.20;229.78;211.01;10;4.24;3.65
CON001;8:29:00;-30.123486;-70.913117;0;315.62;210.24;65.89;4;0.09;0.28
CON001;8:30:00;-30.230652;-70.248667;0;650.83;44.73;233.79;6;2.90;8.82
CON001;8:31:00;-30.746436;-70.220800;0;306.29;173.60;300.89;8;3.81;0.05
CON001;8:32:00;-30.726135;-70.521782;0;986.40;308.60;256.50;2;8.31;3.12
CON001;8:33:00;-30.889753;-70.506121;0;609.33;131.62;303.85;4;2.15;0.71
CON001;8:34:00;-30.960531;-70.424748;1;200.04;120.98;162.86;9;0.99;1.27
CON001;8:35:00;-30.304801;-70.670275;1;302.11;346.64;228.65;8;6.69;5.89
CON001;8:36:00;-30.374987;-70.041240;0;159.82;174.11;61.80;8;8.30;9.74
CON001;8:37:00;-30.903324;-70.059782;1;494.18;327.89;325.56;6;5.17;4.43
