1;8:0:00;-30.789715;-70.756289;0;470.20;239.24;270.60;5;1.66;4.08
1;8:1:00;-30.138498;-70.480729;0;309.16;288.47;77.95;8;8.29;8.06
1;8:2:00;-30.893362;-70.534420;0;383.27;125.73;76.03;5;9.64;1.18
1;8:3:00;-30.535425;-70.833794;1;109.11;108.59;341.72;3;2.90;4.52
1;8:4:00;-30.486427;-70.210990;1;421.67;309.28;321.13;10;8.97;1.77
1;8:5:00;-30.569219;-70.419821;0;834.11;15.96;61.97;3;6.50;5.40
1;8:6:00;-30.012471;-70.069977;0;462.60;224.10;327.73;4;7.81;6.85
1;8:7:00;-30.533145;-70.764340;1;715.91;153.60;321.58;9;3.08;3.78
1;8:8:00;-30.253285;-70.997467;0;358.82;42.69;233.02;4;8.58;2.86
1;8:9:00;-30.631873;-70.442121;0;656.81;34.83;1.28;3;6.03;4.19
1;8:10:00;-30.654649;-70.224976;0;494.46;300.91;315.16;5;7.32;3.22
1;8:11:00;-30.791529;-70.575185;1;723.33;19.72;246.11;4;0.96;8.37
1;8:12:00;-30.159058;-70.439540;1;458.68;270.42;207.15;10;3.42;8.44
1;8:13:00;-30.886159;-70.735566;0;651.79;272.68;317.08;8;8.78;2.47
1;8:14:00;-30.469157;-70.953245;0;851.43;115.35;46.24;7;6.10;7.29
1;8:15:00;-30.271941;-70.194229;1;138.19;293.19;196.66;4;2.14;1.76
1;8:16:00;-30.870178;-70.933599;0;16.54;310.18;170.69;6;2.90;7.55
1;8:17:00;-30.553881;-70.301628;0;893.73;192.69;334.12;1;2.44;4.64
1;8:18:00;-30.604230;-70.213528;1;870.16;4.56;259.15;9;3.45;3.95
1;8:19:00;-30.001571;-70.329453;0;300.99;67.66;257.71;7;4.62;3.67
1;8:20:00;-30.204060;-70.764801;1;921.79;330.95;251.45;2;2.37;3.21
1;8:21:00;-30.458276;-70.187084;1;871.19;275.82;79.56;7;5.24;9.15
1;8:22:00;-30.502077;-70.965972;0;619.07;285.21;34.30;1;4.82;4.33
1;8:23:00;-30.627989;-70.147129;1;526.94;279.19;248.84;5;9.53;8.78
1;8:24:00;-30.340310;-70.298287;1;305.11;319.02;276.31;9;6.65;1.64
1;8:25:00;-30.750332;-70.514995;0;127.83;138.12;126.94;7;3.55;5.69
1;8:26:00;-30.548973;-70.372416;0;706.59;20.48;124.50;5;3.35;0.03
1;8:27:00;-30.201266;-70.700956;1;809.39;292.74;235.10;10;1.71;6.99
1;8:28:00;-30.128109;-70.528894;0;221.79;7.16;268.40;7;9.44;3.04
1;8:29:00;-30.271916;-70.298584;0;524.17;227.47;35.31;2;9.62;2.73
1;8:30:00;-30.770151;-70.138737;1;824.63;139.01;177.28;5;7.35;8.34
1;8:31:00;-30.821986;-70.525228;0;48.61;293.76;113.56;5;9.99;8.34
1;8:32:00;-30.356244;-70.906584;1;928.26;319.92;85.40;4;3.26;2.32
1;8:33:00;-30.881933;-70.373196;1;883.35;77.31;111.34;4;0.87;4.98
1;8:34:00;-30.952507;-70.511157;0;717.77;149.57;353.20;2;9.27;3.28
1;8:35:00;-30.323544;-70.332572;0;826.83;218.70;73.42;8;9.62;0.95
1;8:36:00;-30.133785;-70.948728;1;493.73;230.91;16.08;8;3.14;3.94
1;8:37:00;-30.998405;-70.828788;1;170.68;216.64;298.61;9;6.20;4.90
1;8:38:00;-30.727212;-70.152700;0;227.82;194.35;242.78;7;6.88;3.20
1;8:39:00;-30.442454;-70.780980;1;664.18;51.35;295.65;8;0.94;9.91
1;8:40:00;-30.116420;-70.231127;0;603.46;232.87;351.27;9;7.17;1.70
1;8:41:00;-30.831455;-70.795953;0;904.46;159.47;110.69;2;3.31;2.71
1;8:42:00;-30.226655;-70.880969;1;600.12;274.21;25.28;3;1.35;6.70
1;8:43:00;-30.405761;-70.946562;0;863.53;133.19;16.62;3;4.17;3.92
1;8:44:00;-30.576745;-70.893816;0;377.87;82.26;230.63;7;1.57;3.09
1;8:45:00;-30.888508;-70.399484;0;39.80;329.29;262.10;3;9.61;4.40
1;8:46:00;-30.654042;-70.309795;1;974.41;356.55;225.64;3;3.01;3.19
1;8:47:00;-30.102954;-70.893060;0;480.81;288.51;258.53;6;4.56;3.68
1;8:48:00;-30.714166;-70.196046;1;898.25;47.30;152.63;4;8.06;9.68
1;8:49:00;-30.418552;-70.700087;0;832.51;257.02;153.25;4;5.77;7.74
1;8:50:00;-30.941004;-70.013255;0;988.13;286.07;110.99;8;2.47;7.37
1;8:51:00;-30.393484;-70.878490;1;739.32;279.06;128.43;5;4.01;1.33
1;8:52:00;-30.113854;-70.608704;1;375.16;194.31;44.33;2;7.29;4.66
1;8:53:00;-30.886615;-70.445799;0;188.07;169.25;289.93;7;6.91;4.76
1;8:54:00;-30.900364;-70.647912;1;275.24;182.43;70.14;8;5.29;9.32
1;8:55:00;-30.310993;-70.875268;0;810.20;301.85;291.89;3;9.84;8.15
1;8:56:00;-30.731682;-70.861739;1;334.68;332.34;76.68;2;1.10;1.27
1;8:57:00;-30.483773;-70.699163;1;302.58;325.88;18.15;5;7.25;6.44
1;8:58:00;-30.556385;-70.713523;0;607.62;312.70;141.84;2;2.66;6.89
1;8:59:00;-30.928597;-70.885601;0;971.27;72.57;8.24;10;6.76;9.61
1;9:0:00;-30.268346;-70.742503;0;146.35;129.48;331.40;5;3.85;1.53
1;9:1:00;-30.376865;-70.537259;0;827.90;287.00;209.02;9;3.86;2.22
1;9:2:00;-30.905784;-70.731962;0;790.48;231.30;43.40;2;5.68;7.03
1;9:3:00;-30.047775;-70.716700;1;546.02;340.32;39.35;5;1.04;5.69
1;9:4:00;-30.431901;-70.050590;0;744.92;214.20;142.35;6;7.12;5.69
1;9:5:00;-30.357449;-70.943122;1;53.42;300.13;208.89;7;4.43;2.47
1;9:6:00;-30.191861;-70.196246;1;79.28;312.13;261.16;9;3.50;2.45
1;9:7:00;-30.715157;-70.603227;1;982.03;102.32;282.87;7;3.47;6.57
1;9:8:00;-30.235130;-70.435559;1;609.00;0.59;68.14;2;3.26;6.08
1;9:9:00;-30.920692;-70.228515;0;941.97;157.46;137.68;5;7.40;5.09
1;9:10:00;-30.292843;-70.275432;0;345.58;104.55;354.92;3;7.70;4.81
1;9:11:00;-30.078361;-70.859032;1;516.99;173.28;209.07;4;1.20;1.32
1;9:12:00;-30.640091;-70.787503;0;502.16;133.37;280.98;5;8.05;3.49
1;9:13:00;-30.070710;-70.513411;1;668.21;205.00;81.07;7;9.55;6.67
1;9:14:00;-30.827284;-70.635302;1;805.11;40.00;108.72;7;7.30;6.05
1;9:15:00;-30.863228;-70.253331;0;302.61;96.89;156.52;9;9.16;7.27
1;9:16:00;-30.142608;-70.202275;0;107.43;348.95;336.29;5;0.62;6.75
1;9:17:00;-30.572663;-70.605008;1;852.63;69.67;252.32;5;3.71;9.20
1;9:18:00;-30.293029;-70.990059;1;267.93;134.45;340.27;5;6.90;8.72
1;9:19:00;-30.406479;-70.979339;1;373.32;186.06;26.63;8;7.36;2.13
1;9:20:00;-30.480963;-70.659719;1;468.00;209.97;91.04;6;0.88;9.31
1;9:21:00;-30.361201;-70.443735;0;981.08;90.80;332.34;4;2.65;8.33
